clean_message,label
pehle hi hindustan pakistan mein bahot jhagrhe hain ek aur naya jhagrha na shuru karo,Negative
relates me,Neutral
camera lagana pry ha phir to ap py,Neutral
oil kase bnta hy gajar ka yes btaen,Neutral
ye halat dek kar moje apni alaqi par pahar mihsos huta he alhamdulilah,Positive
or ghatsha sai sabit pmln walo kia kabi tera indian media support kia yeah mulk jis k khelaaf jangain lardi aaj kader khush khud dekh lo kyun,Negative
dajjaali khasssii youthiye attendece lagaayainbc,Negative
congratulations aroob aunty blessed with baboon soon and ducky pai you too,Positive
sharam kero k baray men aisi baat naa kerna py bus pmln or ppp haq or aj kal fazlu,Negative
best hai je yah software,Positive
bekaar betuki kahani hai umar jo abhi tak apnay father ki tamam sazishon ko samajhta aya tha wo mohini kay khula kay jaali papers dekh ker itni assani se bewaqoof kesay bun gaya umar naa sirf bewaqoof bana balkay achanak zara se shaadi kay liye tayyar bhi hogaya bogus kahani,Negative
yeh set buhat acha hai range bhi bohat achi hai aur yeh use karnay main hang nahi hota,Positive
mujhe yeh facewash buhat acha laga aur mein isko future mein bhi use karunga,Positive
nah the only party which can win tlp in that constituency mqm voters do vote for pmln but tlp saray unit waly mqm kay tlp support isi mpa aik tlp ha ppp chance nahin,Negative
salam tw aap per b pmln or pp sari asliat jan b un k jhot sun sun b usi support karty k certify chor,Negative
subha subha thande pani se naha liya ab pht rahi hy,Negative
heheyar ktna to acha larka hpata nahn q nakhre hen tmhre o o,Positive
pakistan mein log zia mohyeddin ko television ke hawale se jante hain,Neutral
pmln zinda abad vote izzat do mian muhammad nawaz sahib zinda abad,Positive
hahaha dear proper dupata kr lo very good video,Positive
me uni enter hoi thi to mera shoot ho gayasara time tm logon k sath thi chimgadar,Negative
its all scripted,Negative
baap bhi ajeeb chuttu,Negative
yar tujhy note book send karun,Neutral
kyun ma campaign khud bilawal ha or os har bukwas media coverage karta ha jab pti taraf sa ali amin ha bas lya media itni coverage agar ik pori coverage gilgit ma ppp pmln gov ha awam ha pti chance data ni,Negative
ye qam karso te logo vote dey gey,Negative
baqi ab tu dekh,Neutral
kya pti member ka nam niazi balla aur member wikkat kiya ye izzat hei pinki parti mein ek doosray ki,Positive
app kee har section may app ka jo bee post ho wo qabil takhseen hota hay,Positive
bhai baat ya h tuna kaha saqlain bacha hai mena tuje kuch nh kaha tha aver asi baat h to ap ka jb dil kary match sa aik din pehla btta dna,Negative
kr ly isko bhi,Neutral
baba e urdu molvi abdul haq mahir e lesaniyat the aur tehqiq o tanqed ke mahir bhi,Positive
agr janwar kharish zada ho magr kharish k asarat sirf jild tak mahdood ho aur janwar acha aur mota ho to iski qurbani jayez hay,Neutral
brian lara ne 38 saal ki umer mein international cricket ko alvidah kaha,Neutral
ta k me learn kar sako,Positive
ya muslim women k lia h,Neutral
aao sb larko ko judge krte h,Negative
wo to kabhi khatam nahi hona,Negative
ye mobile bohat acha he or battery to bohat iski achi he,Positive
chal yar mein lecture le lun bat karta,Neutral
love you saad bhai you are so sweet,Positive
yarrr bus paisya ta a k gal reh jandi a,Negative
zulqarnain ko halalat ka muqabala marad ban kar karna chahiye tha is tarah england jane se ye lagta hai ke england me rehne aur wahan ki nationalty ke liye gaya ab wo goron ke hathon me khele ga aur pakistan ki cricket ki badnami ka bais bane ga,Positive
amir liaqat nasal c harami lagta harami ke asi hrkatain hoty,Negative
nahi budhaaay khussray mera baap apkay ghar busy ro nahi balkay apkay ghar say kisi cheekhain niklawa,Negative
hahah sehii,Positive
in pen yako pehlay hosh i thee bakwas aj hein pehlay ke hoti ppp pmln aisi harkaten karti kisi ke corruption ke himmat hoti jaisay party corrupt hein wiasay hei un k followers bhe corrupt hein demand naya pakistan ke karty hei dub k maro,Negative
bahot acha mobile hy es price main,Positive
haha okayy,Positive
dr batti bana talal tanzeemsaz pichlay tamzeemsazi ma dai di case close,Negative
bhot gatiya end tha is drama ka koi kaamka drama bhee dikha do,Positive
inn kamyabiyon nay unkay ataymad ko barah deya aur unhon nay pak fouj kay dosray sarbarah general pervaiz musharraf ko bhi chand ikhtilafat ki bina par bar taraf kar na chaha lakin iss martaba unhain kamyabi hasil na hosaki,Negative
waqai kafi mahnat sy or achy andaaz main smjhaya hain thanks,Positive
tera dil bhr gya us se,Negative
ap add nhi krti ma bar num likha,Negative
chore jab chori kertay tow aisa kertay azaad canidates pti jagah ppp pmln jayain tow theek ager pti saath jayain tow chori kiyay lowgh pmln k tear ker pti diyay huwa pmln punjab say win ker pti govt why,Negative
mera dill kr ra tha ap sy batyn krny ko,Positive
but kahin mera no na lag jaye,Negative
ducky bhai paresan mat ho haters se sada ap ko log pasand karta hai,Positive
ya to bahoot kamaya hai dil bahr gia,Positive
bht bht bht bht bht bht bht bht nice set hy,Positive
more zalalat,Negative
very great personality hn allah pak in ko sahat or tandurusti wali zindgi dy or ye aesy hi islam ki khidmat karty rahen,Positive
quetta khan,Neutral
aisa to kuch nai kiya,Neutral
us wat wo duniya ke dosre daulatmand tareen actor hain,Positive
sirf sahar ka hi nahin sub morning show bend hony chia sub fazool hoty hain sirf make up art hi sekathy hain,Negative
tough questions kr ky or even person mobile sy dekh kr questions krta tha,Negative
baba ahstgi sy bola phr pta ni mery bchon ki call q nhi ati,Negative
mehngai control kero imf kon control keray jatay jatay pmln ker sab awam k samnay nahi phir two third majority milna opposition blackmail sab samnay rkhyen progress slow gee,Negative
han aap tou agay hotay ho q acha nevermindjk bro,Neutral
kia krna uska,Neutral
asalamu alekum bahi kaisai hi aap,Positive
dono chlty na,Neutral
javed miandad ne bharat ka khilaf faisalabad mein khele jane wale phele test mein 154 runs banaye aur not out raha aur phir karachi mein khele jane wale tesre test mein javed miandad aik aur century banai,Positive
neend ni ari kia,Neutral
bht hi achi sharing hai,Positive
jab yellow sitara ain tmhari gandh me ho,Negative
islam masher ke tamam afrad ke hoqoq ki zamanat deta hai aur kisi fard ya giroh ya jins ki bunyad par imtiaz islam ki roh ke khilaf hai,Positive
d 3 visit pakitube tk site afaqahmad tk,Neutral
ye demo ha wsy,Positive
mene aj pehli martaba keyboard ke baghair type karna dekha hey awlaa bro,Neutral
me gya hua tha bahir,Neutral
or kya hamari kismat hi essi hy,Negative
naya chief justice of pakistan najam sethi raw kaa bharva bana dain sahih insaaf hoga,Negative
ye mushkil decision hoty is liay achy sy samjh lena chahye,Negative
kl rt py,Negative
afridi bhai pasand karne ka bhot bhot shukria,Positive
g ab alert zrori hogai ha,Neutral
bjp ka sub ko pata hay k ye katr hundo entha pasand jamat hay es amal se es jamat ka chehra khul kar sari dunya k samnay aa gia hy,Positive
ab say hoga saaflq ka staffkya management kar rahee hai,Neutral
hamere opposition ap jante nawz ap ke pm ke yr pmln kare baat agar sach hua toh baadmai trend bi jaye agr sach hua toh,Negative
ducky bhai you are very very handsome i love your vlogs,Positive
to yar online to ho,Neutral
tb bi whi kpry phno gi kia,Neutral
fans ne mujhe roast kar diya reading hate comments,Negative
fuzool story husb wife may itni understanding thi he nai k wife us sy ye baten share krti ya husb us say shak krny k bad sawal krta,Negative
jitni zrort ho bs utna kamao,Positive
intehai besharam ha ma inko saalo sa follow hu journalist ni bal pay log ha pmln ha sirf company k mashoori k liya ha inki kisi b chez sa journalism concept nazar ni aaya mja,Negative
congratulations wajid bhai,Neutral
no bonk mene very bottom say catugh kiya hia,Positive
ab ayee hai oontni kiran pahaar rukhsaar kay neeachay kiran ki ab bari izzat afazee horahi hai rukhsaar ki pyar bhari baaton say kiran apni ammi say keh rahi thi ab jhagra kerna chhor diya hai main neab aqal aaye hai kiran begum ko magar ab bohot der ho chuki haipehli shaadi main hi thora bardasht se kaam le leti kiya faida hua sikander se talaq lenay kaakhush to ab bhi nahin hai kiran,Negative
ma sha allahlafz lafz moti hai chunn lo allah walon,Positive
inshallah jald nikala iay,Positive
muj sy to dekha b nai jata,Neutral
yahodio kutta kisi bi do numbr mosalmn bhtr dinia ghlez tren qoam hamato,Negative
me to bardash kr lo kia amir kr le gaa,Neutral
yaar ducky bhai ap bohot pyara ho,Positive
even nose sy arteries tk nzar a ri thi,Negative
for what,Neutral
jb step up ao gi to or msly advance waly,Negative
maan gaya apko is baar,Positive
han chalo ye bhi thk hy,Positive
youth kpk,Negative
love you so much shazada veer love from jhelum punjab,Positive
hm sahi hy jazakallah,Positive
maryam ko allah pak ne rehamt ban ker bhaija uske baad ad pe nehmten he nehmten mashaallah,Positive
or bolty gy,Neutral
sharam karo sahib bye bye sahib,Negative
mujy bilkul b binary waly ka syntax nhi pta tha is liay thk hony ki expectation b nai hy,Negative
really ap t20 k bad nhi khely gay i m s00 sad circket is n0t circket with 0ut lala g0d bless y0u ur family,Negative
ho aram se,Positive
itni kisi auqat nhi ha subse pehli bat or pmln wale dadi or ama janaza b sahi tarah prha sake,Negative
bs betaa yeahi kaam karnaaaaaa,Neutral
i feel k mard zyada asani se adjust aur compromise kar lety hain aurton ki nisbat so mein aurang ka zyada ni soch raha,Negative
allah khush kry ga aqrar bhai aap ko,Positive
just ye btaya ke kitne marks ka question ho ga,Neutral
esy ziada lmbi list hi thk ha 1d,Positive
ah mohsin bahi account size is ki waja sy grow ni kr raha,Negative
me idhr b aisi hun apko islamabad ka shak pra rehta,Positive
daber ul mulk najam ud dola mirza nosha asad ulallah beig khan ghalib 27 december 1797 ko agrah mein peda howe,Neutral
pml n ka dabao pr ucs ka result change kiya giya,Negative
or keai batain kr ra,Neutral
clap bnti ha pmln k leay yh log power mn inki tb ni sunta yh oposition mein inko sai inki okaat mn rkha huwa ha pmln waly power mn tb roty or roty hn allah ink mukdr mein rona elikh diya ha,Negative
yeh sho to rishwat khor ha,Negative
7 july 1977 ko sectary general incheif bane,Neutral
person haq pe to rahi thi,Positive
noon leaque walu ney pti walo mara pmln they are bitch iqrar bhai lobby ke kehna per sab bola jah lobby,Negative
kajoor khlain,Negative
sir qmobile wale mobile set k ppi weight camera future auto focus fixed focus hdr glass qualityor kafi future show nahe karte jese international brad show karte he is k kya wajah he,Neutral
person ko b sath,Positive
ak min ek chez bhejta,Neutral
filhal to bollywood ki aik film ke liye baat chal rahi hai us ka subject bohat acha hai aur yeh deepti navil ki film hai,Positive
pehle sindh ko to banao,Negative
yay tumay b kena chahiye mujay,Positive
intikhab alam jin ka dihan medium peser banne ki taraf tha unhen bhai ne aik din kaha ke tum leg spin bowling par tawajah do is fan mein s waqat koi taq nahi ye baat intikhab alam ke dil mein ghar kar gai aur unhon ne khud ko leg spin bowling ke waste waqf kar diya,Positive
pmln wlon biwiya deti ap apni kheyaal rakh lo,Negative
mjhy dosry sections ky boys khty ya tmhari class ki ha,Neutral
bhaa gya dil ko thora mehanga lga mgr acha lga,Positive
bohat bekar hay mein use karaha hoon app q ko bhool jao rivo purchase karo,Negative
ya allah raham kar,Positive
bai laelaj ahyo,Negative
ma btatta,Neutral
kia kh skty,Neutral
bs course nikala or save kr lia apne pass thora sa dekha tha ak phr socha jab bear market start hogi then dex me shift ho jay ge tab kry ge mil kr,Neutral
asel ye ghalat number ha tum hi aysi harkat ker sakty ho,Negative
intehai bewaqoofana soch hai jis tarah zarari sb samajdar hain issee tarah eska advisor bhi samajdar hoga,Negative
yar ducky bhi hap boath hacha ho or hapny fans ka khayal rakhta ho mama or baba ka bhi love you,Positive
ye to rozana ki kahani hy,Neutral
shugal lga ra bhai mn,Positive
kamal hogi he bot kam jooty paray inko inka muaqaddar hogi kuj joote inko back karny wale shafiyu b paaren maza corrupt sahfi inko back kare usko sa re be littar marne chaye,Negative
aitemad may lyny k chakr m gaen ka susu na pe lyna,Negative
kia hota wk,Neutral
abhi mobile app wale ki fikar kr,Neutral
allah easy kry sb kam,Positive
maza aa gaya,Positive
yeh khabees sindh police k ghunday hai,Negative
do bar rest of the eleven ka hissa rahe,Neutral
actor singer producer screen writer aur director jerry lewis 16th march 1926 ko america ke city new york mein paida hue,Neutral
data base ka,Neutral
interesting jiss halqay bat halqay say jeeti hve dusra elzam lagaya press confernce me sindh ke wasayil istimal kye me jbke kachra saaf nhn paa sindh,Negative
mehnat aur zahanat ne un ka rasta aasan kar deyatha,Positive
under consideration,Neutral
i subscribed channel since when i was in my o levels and now i had completed my masters i remembered i watched your videos to keep myself entertaining through my exam session previously i love to watch wolf crew videos then i forgot about this channel for long time now after a while this mafia game is literally entertaining,Positive
or mulk pmln walon ke bap kia sab mulk hamen pata kia lehaza jis mulk men rehty jahan namak khaty izzat karna seekho gandi politics ke peechy mulk badnam karo,Negative
275 inshaallah punjab belong pmln,Positive
bhai hmy ak ni mil rhi or amir 2 2,Negative
ducky bahi prank karo aroob par,Neutral
tm s km,Neutral
zardari sahab aik dafa hath gaye pmln k sath zardari settle his past issue with pmln,Negative
pmln or ppp e roty rehna khud b kam k awaam dikha doo bohat e besharam log saal ziada pmln or ppp roty e rae o,Negative
class mn hi bta ri thin,Neutral
ab mn to a ni skta,Negative
harmao pakistan kay chor or gardar pmln haremi nawaz khandani chor haremi bachay bi pakistan pasia tum harmai sub sati maza pakistan kay pasia allah lanat in kutty harmai paar choro,Negative
gg shani bata raha deekh lein,Neutral
vote for daily vloging,Neutral
dearu shukar hy mein ap logon ko yad hon,Positive
sub se zaiyda mein 136 jagah hazrat mosa a s ka zikar aya hain,Positive
memory ki bahot problem hy koi aysa treqa batain k aaps sd card man transfar kiy ja sakain,Negative
torsam aur rahmet apni hikmat amli ko akhri shakal dene mein masroof they ke aik saneha roonuma ho gaya australia mein khelte hue torsam khan kort mein dhear ho gae aur squash ki dunia ko sogwar chor gae,Positive
tum pti chatrol karti or pmln b spoter,Negative
isko mall rd kay khaday main phenk do,Negative
dabba drama hahaha bilkul fit hai ye lafz iss dramay kay liye main to sirf fawad khan ki wajah se dekh rahi hoon iss dabbay ko,Positive
sleep well jaan,Positive
hassi ziada aati hai,Neutral
many tw ye socha h ab m jan m hi apna protifolio dekhonga,Neutral
come here just to sy laanti,Negative
inbox kr dn gi,Neutral
kabhi hasi mazaq nahi na,Neutral
yar un ki zaban pr control nahi rehta,Negative
easy hia yaar,Positive
forbes magazine ke mutabiq in ka shumar arabpati afraad mein hota hai,Neutral
waseem akram legend legend e heery ki pehchan bata skta hai,Neutral
agr smj na ay to me is se b easy smja dn ga raat ko meet me,Positive
har taraf ataullah niazi ki singing ka charcha hone laga,Positive
tum logi fattt gahi abb go tum jeety sahi go jeety dandali,Negative
ye website hi bs is tra krti ha dex tool wala sai chlta ha,Negative
harami badmash league,Negative
inn sab kay bawajud halat ki kashidgi barqarar rahi aur yeh kashedgi us waqt uroj per pahonch gaie jab benazir kay chotay bhai mir murtaza bhutto ko unki apni bahan kay ahde hukumat mein aik intahaye masqooq police maqblay mein sath sathiyon samat halaq kardia gaya,Negative
bhai bike la kar gaya ha,Neutral
ghostaba with dus numbri chardaree,Negative
ye agr free hain to is ke bare guide kr dein ge please,Neutral
kab sey kashmirio mama ban ye faroq sirf pm bana kion key mc ney yaki sari agley election mein pmln chance nahi ajk mein,Negative
per hum face book ko galt bol saktay chezain galt nahi hoti un ko use kerne walay galt hotay hain mera khayal ha facebook hamari study ko disturb kar rahi ha aik acha student balance rakhta hai apni life main sab chezoon ka agar face book se students ki parhai mutasir hoti hai to ham achay sturdent nahi ha face book ka naam use ker rahay ho aap log lakin ham student ghalat ha or bhi bohot si sites hain jo etc shahyad aap log mujh se ittifaaq na karain,Negative
